,nac,region,sexo,edad,edu,ingreso,esc,region,prof,ing_nivel
91089,1,14,2,31,9,320000,12,14,0,0
91090,1,14,1,22,11,466667,12,14,0,0
91091,1,14,1,21,9,270000,10,14,0,0
91092,1,14,1,85,6,5000,2,14,0,0
91093,1,14,1,70,6,10000,4,14,0,0
91094,1,14,2,52,7,330000,8,14,0,0
91095,1,14,1,28,9,450000,12,14,0,0
91096,1,14,2,42,7,650000,6,14,0,1
91097,1,14,2,39,15,"6,00E+05",17,14,1,1
91098,1,14,1,44,9,420000,12,14,0,0
91099,1,14,2,40,9,270000,12,14,0,0
91100,1,14,1,42,9,250000,12,14,0,0
91101,1,14,1,33,7,"3,00E+05",6,14,0,0
91102,1,14,2,44,7,"3,00E+05",3,14,0,0
91103,1,14,1,66,15,"2,00E+06",17,14,1,1
91104,1,14,1,35,11,350000,12,14,0,0
91105,1,14,2,44,7,227167,6,14,0,0
91106,1,14,1,28,9,330000,12,14,0,0
91107,1,14,2,61,6,195000,3,14,0,0
91108,1,14,1,61,7,72000,8,14,0,0
91109,1,14,1,38,9,296000,12,14,0,0
91110,1,14,1,54,7,270000,7,14,0,0
91111,1,14,1,47,11,150000,10,14,0,0
91112,1,14,1,66,7,212100,8,14,0,0
91113,1,14,2,34,11,150000,12,14,0,0
91114,1,14,1,27,11,530000,12,14,0,1
91115,1,14,1,68,6,1667,4,14,0,0
91116,1,14,2,64,6,135000,4,14,0,0
91117,1,14,1,33,11,12500,12,14,0,0
91118,1,14,2,34,13,370000,15,14,0,0
91119,1,14,1,52,7,"4,00E+05",8,14,0,0
91120,1,14,1,65,6,"4,00E+05",6,14,0,0
91121,1,14,1,62,7,606667,5,14,0,1
91122,1,14,1,40,13,833333,15,14,0,1
91123,1,14,1,40,13,833333,15,14,0,1
91124,1,14,2,39,9,416667,12,14,0,0
91125,1,14,2,41,9,396667,12,14,0,0
91126,1,14,1,47,9,130000,11,14,0,0
91127,1,14,1,66,7,60000,3,14,0,0
91128,1,14,1,42,11,705000,12,14,0,1
91129,1,14,2,36,9,5000,12,14,0,0
91130,1,14,2,18,9,5000,12,14,0,0
91131,1,14,2,77,6,25000,1,14,0,0
91132,1,14,2,48,7,222500,8,14,0,0
91133,1,14,2,49,7,10000,7,14,0,0
91134,1,14,1,26,11,10000,12,14,0,0
91135,1,14,1,52,7,280000,5,14,0,0
91136,1,14,1,55,7,45000,8,14,0,0
91137,1,14,1,83,6,20833,3,14,0,0
91138,1,14,2,46,9,298333,12,14,0,0
91139,1,14,1,22,13,281667,14,14,0,0
91140,1,14,1,30,12,282833,13,14,0,0
91141,1,14,1,40,9,570000,12,14,0,1
91142,1,14,1,61,9,660167,11,14,0,1
91143,1,14,1,51,7,420000,4,14,0,0
91144,1,14,1,19,12,280000,13,14,0,0
91145,1,14,1,52,9,516000,11,14,0,1
91146,1,14,1,51,9,350000,10,14,0,0
91147,1,14,2,43,9,"3,00E+05",12,14,0,0
91148,1,14,1,30,11,170000,12,14,0,0
91149,1,14,2,18,7,180000,8,14,0,0
91150,1,14,2,56,9,"2,00E+05",12,14,0,0
91151,1,14,2,29,11,270000,12,14,0,0
91152,1,14,1,50,7,390000,3,14,0,0
91153,1,14,2,55,9,160000,12,14,0,0
91154,1,14,2,24,13,30000,14,14,0,0
91155,1,14,2,43,9,260000,12,14,0,0
91156,1,14,1,62,7,502500,8,14,0,0
91157,1,14,2,25,11,260000,12,14,0,0
91158,1,14,2,23,14,295000,16,14,0,0
91159,1,14,2,22,13,380000,15,14,0,0
91160,1,14,1,54,7,234000,7,14,0,0
91161,1,14,1,44,7,"1,00E+05",8,14,0,0
91162,1,14,2,42,9,120000,11,14,0,0
91163,1,14,1,42,7,"5,00E+05",7,14,0,0
91164,1,14,1,27,11,"3,00E+05",12,14,0,0
91165,1,14,1,63,8,180000,7,14,0,0
91166,1,14,2,73,6,150000,3,14,0,0
91167,1,14,2,27,9,437000,12,14,0,0
91168,1,14,1,59,9,320000,10,14,0,0
91169,1,14,1,64,7,30000,8,14,0,0
91170,1,14,1,50,9,320000,12,14,0,0
91171,1,14,2,54,9,90000,10,14,0,0
91172,1,14,1,54,9,407500,12,14,0,0
91173,1,14,1,63,7,334167,6,14,0,0
91174,1,14,1,51,7,650000,8,14,0,1
91175,1,14,1,24,12,430000,14,14,0,0
91176,1,14,2,56,7,258015,2,14,0,0
91177,1,14,1,25,12,260000,14,14,0,0
91178,1,14,1,25,14,325000,16,14,0,0
91179,1,14,1,26,9,303000,9,14,0,0
91180,1,14,1,56,9,320000,9,14,0,0
91181,1,14,2,49,9,150000,9,14,0,0
91182,1,14,1,63,9,546667,9,14,0,1
91183,1,14,1,63,8,180000,7,14,0,0
91184,1,14,2,73,6,150000,3,14,0,0
91185,1,14,2,27,9,437000,12,14,0,0
91186,1,14,1,39,11,323333,12,14,0,0
91187,1,14,1,51,7,765334,8,14,0,1
91188,1,14,2,24,13,"2,00E+05",15,14,0,0
91189,1,14,1,56,11,130000,9,14,0,0
91190,1,14,1,50,7,466000,8,14,0,0
91191,1,14,2,49,7,30000,2,14,0,0
91192,1,14,2,85,1,1667,0,14,0,0
91193,1,14,1,49,7,270000,6,14,0,0
91194,1,14,2,54,7,270000,8,14,0,0
91195,1,14,1,55,9,575000,12,14,0,1
91196,1,14,2,55,9,50000,12,14,0,0
91197,1,14,2,40,7,270000,8,14,0,0
91198,1,14,1,19,11,442500,12,14,0,0
91199,1,14,1,46,11,270000,9,14,0,0
91200,1,14,1,36,7,552917,3,14,0,1
91201,1,14,1,15,9,270000,10,14,0,0
91202,1,14,1,60,7,250000,4,14,0,0
91203,1,14,2,60,11,140000,12,14,0,0
91204,1,14,1,55,7,225000,6,14,0,0
91205,1,14,2,37,7,294000,7,14,0,0
91206,1,14,1,56,7,305000,8,14,0,0
91207,1,14,1,56,9,555000,11,14,0,1
91208,1,14,2,48,7,10000,5,14,0,0
91209,1,14,2,22,9,10000,12,14,0,0
91210,1,14,2,15,9,10000,10,14,0,0
91211,1,14,1,26,11,496667,12,14,0,0
91212,1,14,2,20,11,20000,12,14,0,0
91213,1,14,2,58,7,275667,8,14,0,0
91214,1,14,1,67,7,2500,8,14,0,0
91215,1,14,2,64,8,2500,7,14,0,0
91216,1,14,2,71,1,10000,0,14,0,0
91217,1,14,1,22,11,106000,12,14,0,0
91218,1,14,1,69,1,230000,0,14,0,0
91219,1,14,2,63,1,30000,0,14,0,0
91220,1,14,1,52,7,950000,8,14,0,1
91221,1,14,2,51,9,20000,9,14,0,0
91222,1,14,2,24,11,370000,12,14,0,0
91223,1,14,1,77,7,"3,00E+05",6,14,0,0
91224,1,14,2,76,7,50000,3,14,0,0
91225,1,14,2,18,9,33333,12,14,0,0
91226,1,14,1,58,7,120000,4,14,0,0
91227,1,14,1,45,11,413333,12,14,0,0
91228,1,14,2,47,9,33333,10,14,0,0
91229,1,14,2,79,7,33333,8,14,0,0
91230,1,14,1,59,7,123333,4,14,0,0
91231,1,14,1,62,15,462000,17,14,1,0
91232,1,14,2,58,15,395000,17,14,1,0
91233,1,14,1,54,7,520000,3,14,0,1
91234,1,14,2,64,7,30000,8,14,0,0
91235,1,14,1,32,13,430000,14,14,0,0
91236,1,14,2,30,13,30000,14,14,0,0
91237,1,14,1,55,1,97500,0,14,0,0
91238,1,14,2,58,7,37500,5,14,0,0
91239,1,14,2,21,14,37500,14,14,0,0
91240,1,14,1,30,9,392500,12,14,0,0
91241,1,14,1,57,7,"3,00E+05",4,14,0,0
91242,1,14,1,28,11,372083,9,14,0,0
91243,1,14,2,29,9,50000,9,14,0,0
91244,1,14,1,77,6,5000,4,14,0,0
91245,1,14,2,74,6,5000,3,14,0,0
91246,1,14,1,44,9,330000,9,14,0,0
91247,1,14,2,31,7,33333,8,14,0,0
91248,1,14,2,81,1,25000,0,14,0,0
91249,1,14,2,44,13,278667,15,14,0,0
91250,1,14,1,54,9,230000,9,14,0,0
91251,1,14,2,54,9,225000,9,14,0,0
91252,1,14,2,37,9,276000,12,14,0,0
91253,1,14,1,25,15,"6,00E+05",17,14,1,1
91254,1,14,1,47,9,275833,12,14,0,0
91255,1,14,1,30,9,340000,12,14,0,0
91256,1,14,2,53,9,270000,9,14,0,0
91257,1,14,1,62,7,"3,00E+05",5,14,0,0
91258,1,14,1,33,9,270000,12,14,0,0
91259,1,14,1,28,9,450000,12,14,0,0
91260,1,14,1,27,9,270000,12,14,0,0
91261,1,14,1,82,7,270000,7,14,0,0
91262,1,14,1,52,9,162000,10,14,0,0
91263,1,14,2,52,7,130000,8,14,0,0
91264,1,14,1,69,7,"2,00E+05",8,14,0,0
91265,1,14,1,34,9,840000,11,14,0,1
91266,1,14,1,27,9,350000,12,14,0,0
91267,1,14,1,63,6,455833,3,14,0,0
91268,1,14,1,37,9,"3,00E+05",12,14,0,0
91269,1,14,2,57,7,"2,00E+05",7,14,0,0
91270,1,14,1,48,7,360000,8,14,0,0
91271,1,14,2,52,13,490834,14,14,0,0
91272,1,14,2,32,9,654167,12,14,0,1
91273,1,14,1,31,9,504167,12,14,0,0
91274,1,14,1,55,12,"7,00E+05",14,14,0,1
91275,1,14,2,55,14,609167,17,14,0,1
91276,1,14,2,40,9,112000,10,14,0,0
91277,1,14,1,18,11,270000,12,14,0,0
91278,1,14,2,50,9,"5,00E+05",12,14,0,0
91279,1,14,1,61,9,605833,12,14,0,1
91280,1,14,1,42,14,"4,00E+05",15,14,0,0
91281,1,14,1,50,7,"2,00E+05",2,14,0,0
91282,1,14,2,44,7,120000,8,14,0,0
91283,1,14,1,23,7,280000,8,14,0,0
91284,1,14,1,59,11,"7,00E+05",13,14,0,1
91285,1,14,2,48,9,"3,00E+05",12,14,0,0
91286,1,14,1,20,14,350000,13,14,0,0
91287,1,14,1,27,14,"9,00E+05",17,14,0,1
91288,1,14,1,52,7,660000,8,14,0,1
91289,1,14,2,53,11,450000,12,14,0,0
91290,1,14,1,33,9,"2,00E+05",12,14,0,0
91291,1,14,1,24,13,"4,00E+05",15,14,0,0
91292,1,14,1,63,6,388333,6,14,0,0
91293,1,14,1,55,11,"6,00E+05",13,14,0,1
91294,1,14,2,23,14,"3,00E+05",17,14,0,0
91295,1,14,1,56,9,"4,00E+05",12,14,0,0
91296,1,14,2,48,9,180000,12,14,0,0
91297,1,14,2,25,15,"5,00E+05",17,14,1,0
91298,1,14,1,37,11,530000,12,14,0,1
91299,1,14,1,67,15,1200000,17,14,1,1
91300,1,14,2,42,15,"6,00E+05",17,14,1,1
91301,1,14,1,59,11,"4,00E+05",13,14,0,0
91302,1,14,2,63,9,"1,00E+05",12,14,0,0
91303,1,14,1,50,9,"6,00E+05",12,14,0,1
91304,1,14,2,52,9,"3,00E+05",12,14,0,0
91305,1,14,2,49,7,266000,8,14,0,0
91306,1,14,2,54,11,"4,00E+05",12,14,0,0
91307,1,14,1,28,11,"6,00E+05",12,14,0,1
91308,1,14,1,28,11,402500,12,14,0,0
91309,1,14,1,50,17,30000,21,14,1,0
91310,1,14,1,49,9,420000,12,14,0,0
91311,1,14,2,45,9,120000,12,14,0,0
91312,1,14,2,61,9,223916,12,14,0,0
91313,1,14,2,49,9,450000,12,14,0,0
91314,1,14,1,25,14,"2,00E+05",15,14,0,0
91315,1,14,1,55,9,540000,12,14,0,1
91316,1,14,1,38,7,587083,2,14,0,1
91317,1,14,1,76,1,41667,0,14,0,0
91318,1,14,2,73,6,25000,4,14,0,0
91319,1,14,1,26,9,240000,12,14,0,0
91320,1,14,1,52,7,240000,4,14,0,0
91321,1,14,1,63,15,2350000,17,14,1,1
91322,1,14,2,64,15,378481,17,14,1,0
91323,1,14,1,72,7,143333,6,14,0,0
91324,1,14,1,27,11,1023333,12,14,0,1
91325,1,14,2,27,9,324167,12,14,0,0
91326,1,14,1,65,7,"5,00E+05",6,14,0,0
91327,1,14,1,26,7,301667,6,14,0,0
91328,1,14,1,55,7,425000,8,14,0,0
91329,1,14,2,24,7,150000,6,14,0,0
91330,1,14,1,44,7,725000,8,14,0,1
91331,1,14,2,91,6,6667,3,14,0,0
91332,1,14,1,29,13,944667,15,14,0,1
91333,1,14,1,58,7,801900,2,14,0,1
91334,2,14,1,45,7,120000,2,14,0,0
91335,1,14,1,59,9,377500,11,14,0,0
91336,1,14,1,27,15,743333,17,14,1,1
91337,1,14,2,26,14,130000,13,14,0,0
91338,2,14,1,33,15,811400,17,14,1,1
91339,1,14,2,71,6,10000,6,14,0,0
91340,1,14,1,65,6,280000,3,14,0,0
91341,1,14,2,90,6,20000,3,14,0,0
91342,1,14,1,45,7,390000,6,14,0,0
91343,1,14,1,49,7,542500,6,14,0,1
91344,1,14,2,48,7,50000,6,14,0,0
91345,1,14,2,17,9,16667,11,14,0,0
91346,1,14,1,15,9,16667,10,14,0,0
91347,1,14,2,80,1,30000,0,14,0,0
91348,1,14,1,48,7,523333,6,14,0,1
91349,1,14,1,46,7,270000,8,14,0,0
91350,1,14,2,43,7,20000,7,14,0,0
91351,1,14,2,89,6,30000,1,14,0,0
91352,1,14,2,85,6,50000,5,14,0,0
91353,1,14,1,48,7,396667,8,14,0,0
91354,1,14,2,43,7,131667,6,14,0,0
91355,1,14,2,18,9,16667,12,14,0,0
91356,1,14,1,16,9,16667,10,14,0,0
91357,1,14,2,54,7,"1,00E+05",8,14,0,0
91358,1,14,1,50,7,305000,3,14,0,0
91359,1,14,1,56,7,120000,3,14,0,0
91360,1,14,2,71,6,40000,6,14,0,0
91361,1,14,1,62,6,40000,6,14,0,0
91362,1,14,2,70,6,33333,6,14,0,0
91363,1,14,1,51,7,113333,8,14,0,0
91364,1,14,2,47,9,33333,11,14,0,0
91365,1,14,1,17,7,25000,8,14,0,0
91366,1,14,1,40,7,530000,6,14,0,1
91367,1,14,2,41,9,30000,12,14,0,0
91368,1,14,2,15,9,30000,9,14,0,0
91369,1,14,1,75,7,"5,00E+05",8,14,0,0
91370,1,14,1,81,6,20000,6,14,0,0
91371,1,14,1,67,6,"1,00E+05",3,14,0,0
91372,1,14,1,26,9,466667,12,14,0,0
91373,1,14,1,90,1,30000,0,14,0,0
91374,1,14,2,85,6,30000,2,14,0,0
91375,1,14,2,49,7,30000,3,14,0,0
91376,1,14,1,62,9,320000,12,14,0,0
91377,1,14,1,67,7,"3,00E+05",4,14,0,0
91378,1,14,2,31,15,"8,00E+05",17,14,1,1
91379,1,14,1,49,7,180000,8,14,0,0
91380,1,14,2,52,9,150000,12,14,0,0
91381,1,14,1,68,8,"5,00E+05",12,14,0,0
91382,1,14,1,50,11,530000,13,14,0,1
91383,1,14,1,54,7,"4,00E+05",8,14,0,0
91384,1,14,2,27,13,481250,14,14,0,0
91385,1,14,2,57,7,80000,4,14,0,0
91386,1,14,2,67,15,902500,17,14,1,1
91387,1,14,2,35,15,604667,17,14,1,1
91388,1,14,2,36,13,365833,15,14,0,0
91389,1,14,2,22,11,325000,10,14,0,0
91390,1,14,1,34,9,404000,11,14,0,0
91391,1,14,1,50,7,510000,5,14,0,0
91392,1,14,2,52,7,150000,8,14,0,0
91393,1,14,1,41,15,1001833,16,14,1,1
91394,1,14,2,41,15,514833,18,14,1,0
91395,1,14,1,46,9,"5,00E+05",12,14,0,0
91396,1,14,1,34,13,368500,15,14,0,0
91397,1,14,2,22,9,"4,00E+05",12,14,0,0
91398,1,14,1,25,9,"4,00E+05",11,14,0,0
91399,1,14,1,58,9,280000,10,14,0,0
91400,1,14,1,34,15,728333,17,14,1,1
91401,1,14,1,48,11,"3,00E+05",12,14,0,0
91402,1,14,2,32,9,256000,12,14,0,0
91403,1,14,1,36,14,1137467,13,14,0,1
91404,1,14,1,50,9,458333,12,14,0,0
91405,1,14,2,53,9,275250,12,14,0,0
91406,1,14,1,28,14,274000,17,14,0,0
91407,1,14,2,59,7,133000,8,14,0,0
91408,1,14,2,19,14,70000,13,14,0,0
91409,1,14,1,66,8,270000,12,14,0,0
91410,1,14,1,29,5,150000,0,14,0,0
91411,1,14,1,21,9,250000,12,14,0,0
91412,1,14,1,62,7,"5,00E+05",8,14,0,0
91413,1,14,2,49,7,274000,4,14,0,0
91414,1,14,1,21,9,274000,11,14,0,0
91415,1,14,1,52,9,357667,9,14,0,0
91416,1,14,1,24,15,355833,17,14,1,0
91417,1,14,1,50,7,"6,00E+05",8,14,0,1
91418,1,14,2,49,9,140000,12,14,0,0
91419,1,14,2,29,12,"3,00E+05",15,14,0,0
91420,1,14,1,19,14,66000,13,14,0,0
91421,1,14,2,42,7,276000,8,14,0,0
91422,1,14,1,46,9,60000,12,14,0,0
91423,1,14,1,80,1,256000,0,14,0,0
91424,1,14,2,41,11,80000,10,14,0,0
91425,1,14,1,47,7,230000,8,14,0,0
91426,1,14,2,45,9,"2,00E+05",12,14,0,0
91427,1,14,1,28,9,445000,12,14,0,0
91428,1,14,1,50,7,262500,6,14,0,0
91429,1,14,2,46,7,262500,6,14,0,0
91430,3,14,2,27,9,396667,12,14,0,0
91431,1,14,1,27,9,808333,12,14,0,1
91432,1,14,2,45,9,288500,12,14,0,0
91433,1,14,1,47,7,350000,6,14,0,0
91434,1,14,1,31,11,650000,12,14,0,1
91435,1,14,2,35,9,271000,12,14,0,0
91436,1,14,1,59,7,276833,8,14,0,0
91437,1,14,2,49,7,"4,00E+05",6,14,0,0
91438,1,14,1,31,11,"6,00E+05",12,14,0,1
91439,1,14,2,31,11,"3,00E+05",12,14,0,0
91440,1,14,1,45,7,30000,8,14,0,0
91441,1,14,2,48,7,176000,8,14,0,0
91442,1,14,2,42,13,280000,14,14,0,0
91443,1,14,1,24,9,270000,12,14,0,0
91444,1,14,1,50,7,40000,2,14,0,0
91445,1,14,2,22,7,40000,4,14,0,0
91446,1,14,1,35,9,15000,12,14,0,0
91447,1,14,1,54,11,"3,00E+05",11,14,0,0
91448,1,14,2,26,11,611000,12,14,0,1
91449,1,14,1,47,9,"4,00E+05",12,14,0,0
91450,1,14,2,42,7,"3,00E+05",8,14,0,0
91451,1,14,2,43,9,305000,12,14,0,0
91452,1,14,2,21,9,305000,12,14,0,0
91453,1,14,2,19,9,287281,12,14,0,0
91454,1,14,1,50,7,250000,7,14,0,0
91455,1,14,2,48,9,250000,9,14,0,0
91456,1,14,2,56,1,"3,00E+05",0,14,0,0
91457,1,14,1,18,11,250000,12,14,0,0
91458,1,14,1,21,9,"2,00E+05",10,14,0,0
91459,1,14,1,47,9,"2,00E+05",12,14,0,0
91460,1,14,1,47,7,"3,00E+05",6,14,0,0
91461,1,14,2,26,11,250000,12,14,0,0
91462,1,14,1,23,11,290000,12,14,0,0
91463,1,14,1,18,7,270000,8,14,0,0
91464,1,14,2,65,6,275000,4,14,0,0
91465,1,14,1,27,11,250000,12,14,0,0
91466,1,14,1,62,6,50000,4,14,0,0
91467,1,14,1,42,7,70000,4,14,0,0
91468,1,14,1,43,7,342000,8,14,0,0
91469,1,14,2,25,9,"2,00E+05",12,14,0,0
91470,1,14,2,23,14,175000,14,14,0,0
91471,1,14,2,54,15,902500,17,14,1,1
91472,1,14,2,32,15,530000,17,14,1,1
91473,1,14,1,22,9,320000,12,14,0,0
91474,1,14,1,64,9,351667,12,14,0,0
91475,1,14,2,66,8,270000,8,14,0,0
91476,1,14,1,29,11,410000,12,14,0,0
91477,1,14,1,47,7,550000,6,14,0,1
91478,1,14,2,48,15,"9,00E+05",16,14,1,1
91479,1,14,1,46,9,"2,00E+05",12,14,0,0
91480,1,14,1,32,9,270000,12,14,0,0
91481,1,14,1,50,15,1504167,17,14,1,1
91482,1,14,2,41,15,2502250,17,14,1,1
91483,1,14,2,78,8,"3,00E+05",9,14,0,0
91484,1,14,1,50,11,"4,00E+05",13,14,0,0
91485,1,14,2,42,9,270000,12,14,0,0
91486,1,14,2,62,13,450000,14,14,0,0
91487,1,14,1,32,13,350000,15,14,0,0
91488,1,14,1,54,14,1102400,15,14,0,1
91489,1,14,2,56,15,1005000,17,14,1,1
91490,1,14,1,21,14,270000,13,14,0,0
91491,1,14,1,42,9,"3,00E+05",12,14,0,0
91492,1,14,1,34,9,1006667,12,14,0,1
91493,1,14,2,46,7,90000,6,14,0,0
91494,1,14,1,18,9,360000,12,14,0,0
91495,1,14,1,41,7,265833,6,14,0,0
91496,1,14,2,60,7,270000,8,14,0,0
91497,1,14,2,22,9,160000,10,14,0,0
91498,1,14,1,62,7,310083,8,14,0,0
91499,1,14,2,48,9,330000,12,14,0,0
91500,1,14,2,24,9,271285,12,14,0,0
91501,1,14,1,36,9,550000,12,14,0,1
91502,1,14,2,50,9,295000,12,14,0,0
91503,1,14,1,28,9,335000,10,14,0,0
91504,1,14,1,52,9,475833,10,14,0,0
91505,1,14,2,48,7,80000,6,14,0,0
91506,1,14,1,38,9,250000,10,14,0,0
91507,1,14,1,68,6,"2,00E+05",6,14,0,0
91508,1,14,1,28,11,296000,10,14,0,0
91509,1,14,1,54,7,"2,00E+05",5,14,0,0
91510,1,14,2,43,7,"1,00E+05",8,14,0,0
91511,1,14,2,30,9,120000,12,14,0,0
91512,1,14,1,40,9,"4,00E+05",12,14,0,0
91513,1,14,1,38,7,"1,00E+05",8,14,0,0
91514,1,14,1,59,7,140000,8,14,0,0
91515,1,14,1,37,7,210000,8,14,0,0
91516,1,14,2,31,7,180000,8,14,0,0
91517,1,14,1,43,7,405000,8,14,0,0
91518,1,14,2,43,7,271000,8,14,0,0
91519,1,14,1,47,13,902250,15,14,0,1
91520,1,14,1,41,7,130000,6,14,0,0
91521,1,14,2,34,7,294000,8,14,0,0
91522,1,14,1,54,7,60000,8,14,0,0
91523,1,14,1,29,7,50000,8,14,0,0
91524,1,14,1,33,9,175000,12,14,0,0
91525,1,14,1,27,9,480000,12,14,0,0
91526,1,14,2,24,7,50000,8,14,0,0
91527,1,14,1,65,6,311917,6,14,0,0
91528,1,14,2,58,7,1667,7,14,0,0
91529,1,14,2,74,6,4167,3,14,0,0
91530,1,14,1,62,7,280000,8,14,0,0
91531,1,14,1,50,7,194000,8,14,0,0
91532,1,14,1,24,11,40000,10,14,0,0
91533,1,14,1,59,9,864167,12,14,0,1
91534,1,14,1,59,7,80000,8,14,0,0
91535,1,14,2,41,7,"4,00E+05",6,14,0,0
91536,1,14,2,18,9,"4,00E+05",11,14,0,0
91537,1,14,1,52,7,276000,8,14,0,0
91538,1,14,1,27,12,612813,14,14,0,1
91539,1,14,1,57,7,119703,6,14,0,0
91540,1,14,1,64,1,"1,00E+05",0,14,0,0
91541,1,14,2,50,7,1667,5,14,0,0
91542,1,14,1,56,7,20000,3,14,0,0
91543,1,14,1,21,11,20000,11,14,0,0
91544,1,14,1,59,9,350000,10,14,0,0
91545,1,14,1,33,9,"4,00E+05",12,14,0,0
91546,1,14,2,62,14,250000,16,14,0,0
91547,1,14,1,60,6,204167,6,14,0,0
91548,1,14,1,33,11,"1,00E+05",12,14,0,0
91549,1,14,1,42,15,871007,17,14,1,1
91550,1,14,1,57,7,285071,8,14,0,0
91551,1,14,2,57,9,195000,11,14,0,0
91552,1,14,2,25,14,"1,00E+05",14,14,0,0
91553,1,14,1,52,9,250000,12,14,0,0
91554,1,14,2,46,9,85213,10,14,0,0
91555,1,14,2,55,9,330000,12,14,0,0
91556,1,14,1,50,7,350000,8,14,0,0
91557,1,14,1,43,9,"5,00E+05",12,14,0,0
91558,1,14,2,59,9,94331,10,14,0,0
91559,1,14,1,34,13,15000,15,14,0,0
91560,1,14,2,50,9,163333,12,14,0,0
91561,1,14,1,48,9,428333,12,14,0,0
91562,1,14,1,59,7,307600,6,14,0,0
91563,1,14,2,72,6,8333,4,14,0,0
91564,1,14,2,42,9,250000,12,14,0,0
91565,1,14,1,49,9,250000,10,14,0,0
91566,1,14,1,22,7,250000,8,14,0,0
91567,1,14,1,43,11,716000,12,14,0,1
91568,1,14,1,35,13,430000,15,14,0,0
91569,1,14,2,32,13,250000,15,14,0,0
91570,1,14,1,52,7,601667,8,14,0,1
91571,1,14,2,47,9,150000,10,14,0,0
91572,1,14,1,33,11,1114167,12,14,0,1
91573,1,14,1,27,9,470167,12,14,0,0
91574,1,14,2,55,9,250000,12,14,0,0
91575,1,14,2,31,11,434167,12,14,0,0
91576,1,14,2,29,11,"3,00E+05",12,14,0,0
91577,1,14,1,61,10,162500,10,14,0,0
91578,1,14,1,62,7,280000,8,14,0,0
91579,1,14,1,62,9,"4,00E+05",12,14,0,0
91580,1,14,1,48,9,270833,12,14,0,0
91581,1,14,2,38,9,150000,10,14,0,0
91582,1,14,1,36,11,520000,12,14,0,1
91583,1,14,1,75,8,"1,00E+06",12,14,0,1
91584,1,14,2,69,8,"1,00E+06",12,14,0,1
91585,1,14,1,56,7,277333,8,14,0,0
91586,1,14,1,30,9,"6,00E+05",12,14,0,1
91587,1,14,2,57,7,116667,8,14,0,0
91588,1,14,1,47,15,1500000,17,14,1,1
91589,1,14,2,38,12,302083,14,14,0,0
91590,1,14,2,71,6,4167,4,14,0,0
91591,1,14,1,43,7,270000,8,14,0,0
91592,1,14,1,40,7,270000,8,14,0,0
91593,1,14,1,39,9,270000,9,14,0,0
91594,3,14,2,23,7,136000,8,14,0,0
91595,3,14,1,30,7,270000,6,14,0,0
91596,3,14,1,28,7,138000,4,14,0,0
91597,1,14,1,45,7,"3,00E+05",8,14,0,0
91598,1,14,2,48,7,180000,8,14,0,0
91599,1,14,1,71,6,225000,4,14,0,0
91600,1,14,2,54,7,225000,6,14,0,0
91601,1,14,1,24,9,280000,11,14,0,0
91602,1,14,1,47,9,"5,00E+05",12,14,0,0
91603,1,14,1,21,9,270000,12,14,0,0
91604,1,14,2,30,15,353333,17,14,1,0
91605,1,14,1,54,9,2400000,12,14,0,1
91606,1,14,1,49,9,"1,00E+06",12,14,0,1
91607,1,14,2,42,9,"5,00E+05",12,14,0,0
91608,1,14,1,40,9,550000,9,14,0,1
91609,1,14,1,44,7,229000,8,14,0,0
91610,1,14,2,18,14,275000,13,14,0,0
91611,1,14,1,31,9,1500000,12,14,0,1
91612,1,14,1,61,9,1500000,12,14,0,1
91613,1,14,2,21,15,"4,00E+05",16,14,1,0
91614,1,14,1,78,6,4167,2,14,0,0
91615,1,14,1,51,7,"2,00E+05",8,14,0,0
91616,1,14,1,64,6,260000,4,14,0,0
91617,1,14,1,51,15,"7,00E+05",17,14,1,1
91618,1,14,1,33,11,1100000,12,14,0,1
91619,1,14,1,27,15,"4,00E+05",16,14,1,0
91620,1,14,1,37,9,530000,10,14,0,1
91621,1,14,1,44,11,306667,13,14,0,0
91622,1,14,2,38,14,254167,13,14,0,0
91623,1,14,1,43,7,321667,8,14,0,0
91624,1,14,2,38,7,"3,00E+05",8,14,0,0
91625,1,14,2,64,6,3333,5,14,0,0
91626,1,14,1,40,7,786667,8,14,0,1
91627,1,14,1,65,7,515000,8,14,0,0
91628,1,14,2,22,9,180000,12,14,0,0
91629,1,14,1,35,9,"3,00E+05",12,14,0,0
91630,1,14,1,67,6,735000,6,14,0,1
91631,1,14,2,32,13,726667,15,14,0,1
91632,1,14,2,31,11,"4,00E+05",12,14,0,0
91633,1,14,1,32,9,8333,12,14,0,0
91634,1,14,2,32,9,274000,12,14,0,0
91635,1,14,1,50,7,280167,8,14,0,0
91636,1,14,2,50,7,362250,7,14,0,0
91637,1,14,1,69,6,1000,6,14,0,0
91638,1,14,2,52,7,16667,6,14,0,0
91639,1,14,1,58,7,285000,6,14,0,0
91640,1,14,1,46,7,338343,8,14,0,0
91641,1,14,1,46,7,"3,00E+05",7,14,0,0
91642,1,14,2,64,9,2500,12,14,0,0
91643,1,14,1,51,7,350000,8,14,0,0
91644,1,14,2,48,7,252500,7,14,0,0
91645,1,14,1,54,9,120000,12,14,0,0
91646,1,14,1,23,9,"3,00E+05",11,14,0,0
91647,1,14,1,61,7,302917,4,14,0,0
